Exporter Country ID,Exporter Country,Year,Trade Value,HS6,Cube
astur,Turkey,2023,2075299.0,16850610,trade_i_baci_a_96
astwn,Chinese Taipei,2023,1499498.0,16850610,trade_i_baci_a_96
asuzb,Uzbekistan,2023,10583.000000000002,16850610,trade_i_baci_a_96
asvnm,Vietnam,2023,66258938.0,16850610,trade_i_baci_a_96
eualb,Albania,2023,50081.0,16850610,trade_i_baci_a_96
euand,Andorra,2023,10854.000000000002,16850610,trade_i_baci_a_96
euaut,Austria,2023,2986330.0000000005,16850610,trade_i_baci_a_96
eubel,Belgium,2023,421060887.0,16850610,trade_i_baci_a_96
eubgr,Bulgaria,2023,1861612.0,16850610,trade_i_baci_a_96
eubih,Bosnia and Herzegovina,2023,32693.0,16850610,trade_i_baci_a_96
eublr,Belarus,2023,66.00000000000001,16850610,trade_i_baci_a_96
euche,Switzerland,2023,2734117.0,16850610,trade_i_baci_a_96
eucze,Czechia,2023,15391469.0,16850610,trade_i_baci_a_96
eudeu,Germany,2023,249797688.0,16850610,trade_i_baci_a_96
eudnk,Denmark,2023,5360718.0,16850610,trade_i_baci_a_96
euesp,Spain,2023,27768431.0,16850610,trade_i_baci_a_96
euest,Estonia,2023,2722550.0,16850610,trade_i_baci_a_96
eufin,Finland,2023,1569290.0,16850610,trade_i_baci_a_96
eufra,France,2023,16889592.0,16850610,trade_i_baci_a_96
eugbr,United Kingdom,2023,13676720.0,16850610,trade_i_baci_a_96
eugrc,Greece,2023,11641105.0,16850610,trade_i_baci_a_96
euhrv,Croatia,2023,323466.0,16850610,trade_i_baci_a_96
euhun,Hungary,2023,4279886.0,16850610,trade_i_baci_a_96
euirl,Ireland,2023,6126668.0,16850610,trade_i_baci_a_96
euisl,Iceland,2023,6857.0,16850610,trade_i_baci_a_96
euita,Italy,2023,9652353.0,16850610,trade_i_baci_a_96
eultu,Lithuania,2023,5365488.0,16850610,trade_i_baci_a_96
eulux,Luxembourg,2023,519996.0,16850610,trade_i_baci_a_96
eulva,Latvia,2023,2610534.0,16850610,trade_i_baci_a_96
eumda,Moldova,2023,3078.9999999999995,16850610,trade_i_baci_a_96
eumkd,North Macedonia,2023,26426.0,16850610,trade_i_baci_a_96
eumlt,Malta,2023,53203.0,16850610,trade_i_baci_a_96
eumne,Montenegro,2023,2640.0,16850610,trade_i_baci_a_96
eunld,Netherlands,2023,57983799.0,16850610,trade_i_baci_a_96
eunor,Norway,2023,822477.0,16850610,trade_i_baci_a_96
eupol,Poland,2023,126550943.0,16850610,trade_i_baci_a_96
euprt,Portugal,2023,2173377.0,16850610,trade_i_baci_a_96
eurou,Romania,2023,5184642.0,16850610,trade_i_baci_a_96
eurus,Russia,2023,1237549.0,16850610,trade_i_baci_a_96
eusmr,San Marino,2023,1166.0,16850610,trade_i_baci_a_96
eusrb,Serbia,2023,1225408.0,16850610,trade_i_baci_a_96
eusvk,Slovakia,2023,3640540.0,16850610,trade_i_baci_a_96
eusvn,Slovenia,2023,2286329.0,16850610,trade_i_baci_a_96
euswe,Sweden,2023,13293692.0,16850610,trade_i_baci_a_96
euukr,Ukraine,2023,393699.0,16850610,trade_i_baci_a_96
naatg,Antigua and Barbuda,2023,349.0,16850610,trade_i_baci_a_96
nabes,Bonaire,2023,2665.0,16850610,trade_i_baci_a_96
nabhs,Bahamas,2023,381.0,16850610,trade_i_baci_a_96
nabmu,Bermuda,2023,3648.9999999999995,16850610,trade_i_baci_a_96
nacan,Canada,2023,1512749.0,16850610,trade_i_baci_a_96
nacri,Costa Rica,2023,19952183.0,16850610,trade_i_baci_a_96
nacuw,Curaçao,2023,3957.0,16850610,trade_i_baci_a_96
nadom,Dominican Republic,2023,939823.0,16850610,trade_i_baci_a_96
nagrl,Greenland,2023,3271.0000000000005,16850610,trade_i_baci_a_96
nagtm,Guatemala,2023,1022984.0,16850610,trade_i_baci_a_96
nahnd,Honduras,2023,2547.0,16850610,trade_i_baci_a_96
namex,Mexico,2023,1456215.0,16850610,trade_i_baci_a_96
nanic,Nicaragua,2023,4079.0,16850610,trade_i_baci_a_96
napan,Panama,2023,270231.0,16850610,trade_i_baci_a_96
naslv,El Salvador,2023,115465.0,16850610,trade_i_baci_a_96
natto,Trinidad and Tobago,2023,21.0,16850610,trade_i_baci_a_96
nausa,United States,2023,165051059.0,16850610,trade_i_baci_a_96
ocaus,Australia,2023,1419716.0000000002,16850610,trade_i_baci_a_96
ocfji,Fiji,2023,289.0,16850610,trade_i_baci_a_96
ocnzl,New Zealand,2023,129953.0,16850610,trade_i_baci_a_96
ocvut,Vanuatu,2023,180.0,16850610,trade_i_baci_a_96
saarg,Argentina,2023,20562.0,16850610,trade_i_baci_a_96
sabol,Bolivia,2023,19.0,16850610,trade_i_baci_a_96
sabra,Brazil,2023,25437800.0,16850610,trade_i_baci_a_96
sachl,Chile,2023,10686903.999999998,16850610,trade_i_baci_a_96
sacol,Colombia,2023,74892.0,16850610,trade_i_baci_a_96
saecu,Ecuador,2023,7246.0,16850610,trade_i_baci_a_96
saguy,Guyana,2023,21055.999999999996,16850610,trade_i_baci_a_96
saper,Peru,2023,261392.99999999997,16850610,trade_i_baci_a_96
sapry,Paraguay,2023,1179.0,16850610,trade_i_baci_a_96
saury,Uruguay,2023,8.0,16850610,trade_i_baci_a_96
saven,Venezuela,2023,6171.0,16850610,trade_i_baci_a_96
afben,Benin,2018,22682.0,16850630,trade_i_baci_a_96
afbfa,Burkina Faso,2018,162.0,16850630,trade_i_baci_a_96
afbwa,Botswana,2018,13663.0,16850630,trade_i_baci_a_96
afciv,Cote d'Ivoire,2018,2323.0,16850630,trade_i_baci_a_96
afegy,Egypt,2018,17364.0,16850630,trade_i_baci_a_96
afgab,Gabon,2018,765.9999999999999,16850630,trade_i_baci_a_96
afgin,Guinea,2018,51079.99999999999,16850630,trade_i_baci_a_96
afgmb,Gambia,2018,46407.00000000001,16850630,trade_i_baci_a_96
afgnq,Equatorial Guinea,2018,380.0,16850630,trade_i_baci_a_96
afken,Kenya,2018,200.0,16850630,trade_i_baci_a_96
aflso,Lesotho,2018,106.0,16850630,trade_i_baci_a_96
afnam,Namibia,2018,301.0,16850630,trade_i_baci_a_96
afrwa,Rwanda,2018,1075.9999999999998,16850630,trade_i_baci_a_96
afsen,Senegal,2018,9477.0,16850630,trade_i_baci_a_96
afswz,Eswatini,2018,39.0,16850630,trade_i_baci_a_96
aftun,Tunisia,2018,5705.0,16850630,trade_i_baci_a_96
aftza,Tanzania,2018,66.0,16850630,trade_i_baci_a_96
afuga,Uganda,2018,315.0,16850630,trade_i_baci_a_96
afzaf,South Africa,2018,471960.0,16850630,trade_i_baci_a_96
asare,United Arab Emirates,2018,374008.0,16850630,trade_i_baci_a_96
asbhr,Bahrain,2018,266.0,16850630,trade_i_baci_a_96
aschn,China,2018,3264886.0,16850630,trade_i_baci_a_96
ascyp,Cyprus,2018,850.0000000000001,16850630,trade_i_baci_a_96
ashkg,Hong Kong,2018,376293.0,16850630,trade_i_baci_a_96
asidn,Indonesia,2018,97558.0,16850630,trade_i_baci_a_96
asind,India,2018,33938.0,16850630,trade_i_baci_a_96
asjpn,Japan,2018,180176.0,16850630,trade_i_baci_a_96
askor,South Korea,2018,64580.0,16850630,trade_i_baci_a_96
askwt,Kuwait,2018,1075.0,16850630,trade_i_baci_a_96
aslbn,Lebanon,2018,27.999999999999996,16850630,trade_i_baci_a_96
asmys,Malaysia,2018,11945.0,16850630,trade_i_baci_a_96
asomn,Oman,2018,49709.00000000001,16850630,trade_i_baci_a_96
asphl,Philippines,2018,3173.0,16850630,trade_i_baci_a_96
assau,Saudi Arabia,2018,6460022.000000001,16850630,trade_i_baci_a_96
assgp,Singapore,2018,38232.0,16850630,trade_i_baci_a_96
astha,Thailand,2018,538325.0,16850630,trade_i_baci_a_96
astur,Turkey,2018,22571.0,16850630,trade_i_baci_a_96
astwn,Chinese Taipei,2018,22669.0,16850630,trade_i_baci_a_96
asvnm,Vietnam,2018,96.0,16850630,trade_i_baci_a_96
euaut,Austria,2018,2149.0,16850630,trade_i_baci_a_96
eubel,Belgium,2018,62882.0,16850630,trade_i_baci_a_96
eubgr,Bulgaria,2018,1.0,16850630,trade_i_baci_a_96
eublr,Belarus,2018,30800.0,16850630,trade_i_baci_a_96
euche,Switzerland,2018,13781.0,16850630,trade_i_baci_a_96
eucze,Czechia,2018,53725.99999999999,16850630,trade_i_baci_a_96
eudeu,Germany,2018,332512.0,16850630,trade_i_baci_a_96
eudnk,Denmark,2018,88401.00000000001,16850630,trade_i_baci_a_96
euesp,Spain,2018,19211.0,16850630,trade_i_baci_a_96
euest,Estonia,2018,953.0,16850630,trade_i_baci_a_96
eufin,Finland,2018,7994.0,16850630,trade_i_baci_a_96
eufra,France,2018,69433.0,16850630,trade_i_baci_a_96
eugbr,United Kingdom,2018,969520.0,16850630,trade_i_baci_a_96
eugrc,Greece,2018,56305.99999999999,16850630,trade_i_baci_a_96
euhun,Hungary,2018,7068.0,16850630,trade_i_baci_a_96
euirl,Ireland,2018,2181.0,16850630,trade_i_baci_a_96
euisl,Iceland,2018,17663.0,16850630,trade_i_baci_a_96
euita,Italy,2018,1200165.0,16850630,trade_i_baci_a_96
eultu,Lithuania,2018,15437.0,16850630,trade_i_baci_a_96
eulux,Luxembourg,2018,33.0,16850630,trade_i_baci_a_96
eulva,Latvia,2018,1415.0,16850630,trade_i_baci_a_96
eumlt,Malta,2018,53.0,16850630,trade_i_baci_a_96
eunld,Netherlands,2018,2444982.0,16850630,trade_i_baci_a_96
eunor,Norway,2018,73132.0,16850630,trade_i_baci_a_96
eupol,Poland,2018,19001.0,16850630,trade_i_baci_a_96
euprt,Portugal,2018,8889.0,16850630,trade_i_baci_a_96
eurou,Romania,2018,1.0,16850630,trade_i_baci_a_96
eurus,Russia,2018,134173.0,16850630,trade_i_baci_a_96
eusvk,Slovakia,2018,14608.0,16850630,trade_i_baci_a_96
eusvn,Slovenia,2018,2568.0,16850630,trade_i_baci_a_96
euswe,Sweden,2018,4893.0,16850630,trade_i_baci_a_96
euukr,Ukraine,2018,28950.0,16850630,trade_i_baci_a_96
nabmu,Bermuda,2018,13.999999999999998,16850630,trade_i_baci_a_96
nacan,Canada,2018,13456.0,16850630,trade_i_baci_a_96
nacuw,Curaçao,2018,2803.0,16850630,trade_i_baci_a_96
nadom,Dominican Republic,2018,953.0,16850630,trade_i_baci_a_96
nagtm,Guatemala,2018,884.0,16850630,trade_i_baci_a_96
nahnd,Honduras,2018,6286.000000000001,16850630,trade_i_baci_a_96
namex,Mexico,2018,20.0,16850630,trade_i_baci_a_96
napan,Panama,2018,955163.0,16850630,trade_i_baci_a_96
naslv,El Salvador,2018,30.0,16850630,trade_i_baci_a_96
nausa,United States,2018,4750697.0,16850630,trade_i_baci_a_96
ocaus,Australia,2018,43546.0,16850630,trade_i_baci_a_96
ocpyf,French Polynesia,2018,25.0,16850630,trade_i_baci_a_96
sabra,Brazil,2018,2031.0,16850630,trade_i_baci_a_96
sachl,Chile,2018,24936.0,16850630,trade_i_baci_a_96
sacol,Colombia,2018,117.0,16850630,trade_i_baci_a_96
saper,Peru,2018,7212.000000000001,16850630,trade_i_baci_a_96
afago,Angola,2019,3256.0,16850630,trade_i_baci_a_96
afbfa,Burkina Faso,2019,12885.0,16850630,trade_i_baci_a_96
afbwa,Botswana,2019,5675.0,16850630,trade_i_baci_a_96
afciv,Cote d'Ivoire,2019,3295.0,16850630,trade_i_baci_a_96
afcog,Republic of the Congo,2019,214.0,16850630,trade_i_baci_a_96
aflso,Lesotho,2019,32.0,16850630,trade_i_baci_a_96
afmar,Morocco,2019,81.0,16850630,trade_i_baci_a_96
afmli,Mali,2019,1905.0,16850630,trade_i_baci_a_96
afnam,Namibia,2019,6.999999999999999,16850630,trade_i_baci_a_96
afrwa,Rwanda,2019,51.0,16850630,trade_i_baci_a_96
afswz,Eswatini,2019,87.0,16850630,trade_i_baci_a_96
aftgo,Togo,2019,166.0,16850630,trade_i_baci_a_96
afzaf,South Africa,2019,643361.0,16850630,trade_i_baci_a_96
asare,United Arab Emirates,2019,157925.0,16850630,trade_i_baci_a_96
aschn,China,2019,3409413.0,16850630,trade_i_baci_a_96
ascyp,Cyprus,2019,148.00000000000003,16850630,trade_i_baci_a_96
ashkg,Hong Kong,2019,548702.0,16850630,trade_i_baci_a_96
asidn,Indonesia,2019,155596.0,16850630,trade_i_baci_a_96
asind,India,2019,65465.0,16850630,trade_i_baci_a_96
asisr,Israel,2019,40199.0,16850630,trade_i_baci_a_96
asjpn,Japan,2019,334829.0,16850630,trade_i_baci_a_96
askor,South Korea,2019,38076.0,16850630,trade_i_baci_a_96
asmys,Malaysia,2019,13289.0,16850630,trade_i_baci_a_96
asomn,Oman,2019,65.0,16850630,trade_i_baci_a_96
asphl,Philippines,2019,4870.0,16850630,trade_i_baci_a_96
assau,Saudi Arabia,2019,7044045.0,16850630,trade_i_baci_a_96
assgp,Singapore,2019,11954.0,16850630,trade_i_baci_a_96
astha,Thailand,2019,113846.0,16850630,trade_i_baci_a_96
astur,Turkey,2019,1628.0,16850630,trade_i_baci_a_96
astwn,Chinese Taipei,2019,45815.0,16850630,trade_i_baci_a_96
asvnm,Vietnam,2019,3716.9999999999995,16850630,trade_i_baci_a_96
euaut,Austria,2019,995.0,16850630,trade_i_baci_a_96
eubel,Belgium,2019,88430.0,16850630,trade_i_baci_a_96
eubgr,Bulgaria,2019,246.00000000000003,16850630,trade_i_baci_a_96
eublr,Belarus,2019,10600.0,16850630,trade_i_baci_a_96
euche,Switzerland,2019,3569.9999999999995,16850630,trade_i_baci_a_96
eucze,Czechia,2019,53.0,16850630,trade_i_baci_a_96
eudeu,Germany,2019,420208.0,16850630,trade_i_baci_a_96
eudnk,Denmark,2019,62871.0,16850630,trade_i_baci_a_96
euesp,Spain,2019,58300.0,16850630,trade_i_baci_a_96
eufin,Finland,2019,1438.0,16850630,trade_i_baci_a_96
eufra,France,2019,76665.0,16850630,trade_i_baci_a_96
eugbr,United Kingdom,2019,403287.0,16850630,trade_i_baci_a_96
eugrc,Greece,2019,2723.0,16850630,trade_i_baci_a_96
euhun,Hungary,2019,279.0,16850630,trade_i_baci_a_96
euirl,Ireland,2019,226.99999999999997,16850630,trade_i_baci_a_96
euita,Italy,2019,283538.0,16850630,trade_i_baci_a_96
eultu,Lithuania,2019,2448.0,16850630,trade_i_baci_a_96
eulux,Luxembourg,2019,546.0,16850630,trade_i_baci_a_96
eulva,Latvia,2019,6053.0,16850630,trade_i_baci_a_96
eunld,Netherlands,2019,1950253.0,16850630,trade_i_baci_a_96
eunor,Norway,2019,329020.0,16850630,trade_i_baci_a_96
eupol,Poland,2019,14957.0,16850630,trade_i_baci_a_96
euprt,Portugal,2019,3367.0,16850630,trade_i_baci_a_96
eurus,Russia,2019,63597.0,16850630,trade_i_baci_a_96
eusvn,Slovenia,2019,477.0,16850630,trade_i_baci_a_96
euswe,Sweden,2019,55670.0,16850630,trade_i_baci_a_96
euukr,Ukraine,2019,3221.0,16850630,trade_i_baci_a_96
nacan,Canada,2019,3948.0,16850630,trade_i_baci_a_96
nacuw,Curaçao,2019,544.0,16850630,trade_i_baci_a_96
nadom,Dominican Republic,2019,406.0,16850630,trade_i_baci_a_96
nagtm,Guatemala,2019,823.0,16850630,trade_i_baci_a_96
namex,Mexico,2019,152160.0,16850630,trade_i_baci_a_96
napan,Panama,2019,669719.0,16850630,trade_i_baci_a_96
nausa,United States,2019,1726759.0,16850630,trade_i_baci_a_96
ocaus,Australia,2019,11372.0,16850630,trade_i_baci_a_96
ocnzl,New Zealand,2019,68046.0,16850630,trade_i_baci_a_96
sabra,Brazil,2019,992.0,16850630,trade_i_baci_a_96
sachl,Chile,2019,248.0,16850630,trade_i_baci_a_96
afago,Angola,2020,65.0,16850630,trade_i_baci_a_96
afbfa,Burkina Faso,2020,23573.0,16850630,trade_i_baci_a_96
afbwa,Botswana,2020,695.0,16850630,trade_i_baci_a_96
afciv,Cote d'Ivoire,2020,1122.0,16850630,trade_i_baci_a_96
afcmr,Cameroon,2020,12780.0,16850630,trade_i_baci_a_96
afcog,Republic of the Congo,2020,9761.000000000002,16850630,trade_i_baci_a_96
afegy,Egypt,2020,2784.0,16850630,trade_i_baci_a_96
afgnq,Equatorial Guinea,2020,915.9999999999999,16850630,trade_i_baci_a_96
afmli,Mali,2020,865.0,16850630,trade_i_baci_a_96
afswz,Eswatini,2020,127.0,16850630,trade_i_baci_a_96
aftza,Tanzania,2020,57.0,16850630,trade_i_baci_a_96
afzaf,South Africa,2020,493471.0,16850630,trade_i_baci_a_96
afzmb,Zambia,2020,6143.0,16850630,trade_i_baci_a_96
afzwe,Zimbabwe,2020,879.0,16850630,trade_i_baci_a_96
asare,United Arab Emirates,2020,255738.0,16850630,trade_i_baci_a_96
asbhr,Bahrain,2020,109137.0,16850630,trade_i_baci_a_96
aschn,China,2020,4513187.0,16850630,trade_i_baci_a_96
ascyp,Cyprus,2020,211.0,16850630,trade_i_baci_a_96
ashkg,Hong Kong,2020,673143.0,16850630,trade_i_baci_a_96
asidn,Indonesia,2020,71805.0,16850630,trade_i_baci_a_96
asind,India,2020,648026.0,16850630,trade_i_baci_a_96
asirn,Iran,2020,4600.0,16850630,trade_i_baci_a_96
asjpn,Japan,2020,155157.0,16850630,trade_i_baci_a_96
askor,South Korea,2020,7083.0,16850630,trade_i_baci_a_96
aslbn,Lebanon,2020,5522.0,16850630,trade_i_baci_a_96
asmys,Malaysia,2020,3307.0,16850630,trade_i_baci_a_96
asomn,Oman,2020,130.0,16850630,trade_i_baci_a_96
aspak,Pakistan,2020,121.0,16850630,trade_i_baci_a_96
asphl,Philippines,2020,2294.0,16850630,trade_i_baci_a_96
assgp,Singapore,2020,15861.0,16850630,trade_i_baci_a_96
astha,Thailand,2020,157737.0,16850630,trade_i_baci_a_96
astur,Turkey,2020,19349.0,16850630,trade_i_baci_a_96
astwn,Chinese Taipei,2020,59160.00000000001,16850630,trade_i_baci_a_96
asvnm,Vietnam,2020,1448.9999999999998,16850630,trade_i_baci_a_96
euand,Andorra,2020,13.999999999999998,16850630,trade_i_baci_a_96
euaut,Austria,2020,180.0,16850630,trade_i_baci_a_96
eubel,Belgium,2020,54978.0,16850630,trade_i_baci_a_96
eubgr,Bulgaria,2020,40.99999999999999,16850630,trade_i_baci_a_96
euche,Switzerland,2020,118744.0,16850630,trade_i_baci_a_96
eucze,Czechia,2020,2843.0000000000005,16850630,trade_i_baci_a_96
eudeu,Germany,2020,276422.0,16850630,trade_i_baci_a_96
eudnk,Denmark,2020,56490.0,16850630,trade_i_baci_a_96
euesp,Spain,2020,48995.0,16850630,trade_i_baci_a_96
euest,Estonia,2020,2042.0,16850630,trade_i_baci_a_96
eufin,Finland,2020,743.0,16850630,trade_i_baci_a_96
eufra,France,2020,65981.0,16850630,trade_i_baci_a_96
eugbr,United Kingdom,2020,369253.0,16850630,trade_i_baci_a_96
eugrc,Greece,2020,9965.0,16850630,trade_i_baci_a_96
euhun,Hungary,2020,338.0,16850630,trade_i_baci_a_96
euirl,Ireland,2020,181.0,16850630,trade_i_baci_a_96
euisl,Iceland,2020,366.0,16850630,trade_i_baci_a_96
euita,Italy,2020,208356.0,16850630,trade_i_baci_a_96
eultu,Lithuania,2020,877.0,16850630,trade_i_baci_a_96
eulux,Luxembourg,2020,26.000000000000004,16850630,trade_i_baci_a_96
eulva,Latvia,2020,4122.0,16850630,trade_i_baci_a_96
eumlt,Malta,2020,47.0,16850630,trade_i_baci_a_96
eunld,Netherlands,2020,1824282.0000000002,16850630,trade_i_baci_a_96
eunor,Norway,2020,103014.0,16850630,trade_i_baci_a_96
eupol,Poland,2020,10131.0,16850630,trade_i_baci_a_96
euprt,Portugal,2020,1510.0,16850630,trade_i_baci_a_96
eurou,Romania,2020,3350.0,16850630,trade_i_baci_a_96
eurus,Russia,2020,72626.0,16850630,trade_i_baci_a_96
eusrb,Serbia,2020,220.0,16850630,trade_i_baci_a_96
eusvk,Slovakia,2020,450.00000000000006,16850630,trade_i_baci_a_96
eusvn,Slovenia,2020,1927.0,16850630,trade_i_baci_a_96
euswe,Sweden,2020,20412.0,16850630,trade_i_baci_a_96
euukr,Ukraine,2020,7767.0,16850630,trade_i_baci_a_96
nacan,Canada,2020,2070.0,16850630,trade_i_baci_a_96
nacuw,Curaçao,2020,190.0,16850630,trade_i_baci_a_96
nadom,Dominican Republic,2020,3358.0,16850630,trade_i_baci_a_96
nagtm,Guatemala,2020,316.0,16850630,trade_i_baci_a_96
namex,Mexico,2020,10669.0,16850630,trade_i_baci_a_96
napan,Panama,2020,310381.0,16850630,trade_i_baci_a_96
natto,Trinidad and Tobago,2020,511.0,16850630,trade_i_baci_a_96
nausa,United States,2020,602014.0,16850630,trade_i_baci_a_96
ocaus,Australia,2020,45945.0,16850630,trade_i_baci_a_96
sabra,Brazil,2020,995.0,16850630,trade_i_baci_a_96
sacol,Colombia,2020,138.0,16850630,trade_i_baci_a_96
saper,Peru,2020,2688.0,16850630,trade_i_baci_a_96
afago,Angola,2021,51.0,16850630,trade_i_baci_a_96
afbdi,Burundi,2021,57.0,16850630,trade_i_baci_a_96
afbfa,Burkina Faso,2021,18919.0,16850630,trade_i_baci_a_96
afbwa,Botswana,2021,34899.0,16850630,trade_i_baci_a_96
afciv,Cote d'Ivoire,2021,251.0,16850630,trade_i_baci_a_96
afcmr,Cameroon,2021,1081.0,16850630,trade_i_baci_a_96
afcod,Democratic Republic of the Congo,2021,422.00000000000006,16850630,trade_i_baci_a_96
afegy,Egypt,2021,693936.0,16850630,trade_i_baci_a_96
afgha,Ghana,2021,10474.999999999998,16850630,trade_i_baci_a_96
aftza,Tanzania,2021,96.0,16850630,trade_i_baci_a_96
afuga,Uganda,2021,1483.0,16850630,trade_i_baci_a_96
afzaf,South Africa,2021,281036.0,16850630,trade_i_baci_a_96
afzmb,Zambia,2021,52.00000000000001,16850630,trade_i_baci_a_96
asare,United Arab Emirates,2021,154308.0,16850630,trade_i_baci_a_96
asbhr,Bahrain,2021,12252.0,16850630,trade_i_baci_a_96
aschn,China,2021,3397625.0,16850630,trade_i_baci_a_96
ascyp,Cyprus,2021,224.99999999999997,16850630,trade_i_baci_a_96
ashkg,Hong Kong,2021,776135.0,16850630,trade_i_baci_a_96
asidn,Indonesia,2021,304900.0,16850630,trade_i_baci_a_96
asind,India,2021,37690.0,16850630,trade_i_baci_a_96
asisr,Israel,2021,2842.0,16850630,trade_i_baci_a_96
asjpn,Japan,2021,213325.0,16850630,trade_i_baci_a_96
askor,South Korea,2021,16042.0,16850630,trade_i_baci_a_96
aslbn,Lebanon,2021,92.0,16850630,trade_i_baci_a_96
asmys,Malaysia,2021,71554.0,16850630,trade_i_baci_a_96
asomn,Oman,2021,24176.0,16850630,trade_i_baci_a_96
asphl,Philippines,2021,6408.000000000001,16850630,trade_i_baci_a_96
assau,Saudi Arabia,2021,17366.0,16850630,trade_i_baci_a_96
assgp,Singapore,2021,4034.0,16850630,trade_i_baci_a_96
astha,Thailand,2021,198316.0,16850630,trade_i_baci_a_96
astur,Turkey,2021,30955.0,16850630,trade_i_baci_a_96
astwn,Chinese Taipei,2021,32117.000000000004,16850630,trade_i_baci_a_96
asvnm,Vietnam,2021,6380.0,16850630,trade_i_baci_a_96
euaut,Austria,2021,43861.0,16850630,trade_i_baci_a_96
eubel,Belgium,2021,90960.0,16850630,trade_i_baci_a_96
eubgr,Bulgaria,2021,24171.999999999996,16850630,trade_i_baci_a_96
eublr,Belarus,2021,34800.0,16850630,trade_i_baci_a_96
euche,Switzerland,2021,33434.0,16850630,trade_i_baci_a_96
eucze,Czechia,2021,99.0,16850630,trade_i_baci_a_96
eudeu,Germany,2021,165997.0,16850630,trade_i_baci_a_96
eudnk,Denmark,2021,82761.0,16850630,trade_i_baci_a_96
euesp,Spain,2021,44358.0,16850630,trade_i_baci_a_96
euest,Estonia,2021,27588.0,16850630,trade_i_baci_a_96
eufin,Finland,2021,954.0000000000001,16850630,trade_i_baci_a_96
eufra,France,2021,260245.0,16850630,trade_i_baci_a_96
eugbr,United Kingdom,2021,412587.0,16850630,trade_i_baci_a_96
eugrc,Greece,2021,112955.00000000001,16850630,trade_i_baci_a_96
euhun,Hungary,2021,57.0,16850630,trade_i_baci_a_96
euirl,Ireland,2021,2489.0,16850630,trade_i_baci_a_96
euita,Italy,2021,246429.00000000003,16850630,trade_i_baci_a_96
eultu,Lithuania,2021,2213.0,16850630,trade_i_baci_a_96
eulva,Latvia,2021,6726.0,16850630,trade_i_baci_a_96
eunld,Netherlands,2021,1810865.0,16850630,trade_i_baci_a_96
eunor,Norway,2021,260502.0,16850630,trade_i_baci_a_96
eupol,Poland,2021,2264.0,16850630,trade_i_baci_a_96
euprt,Portugal,2021,4662.0,16850630,trade_i_baci_a_96
eurou,Romania,2021,17220.0,16850630,trade_i_baci_a_96
eurus,Russia,2021,194810.0,16850630,trade_i_baci_a_96
eusrb,Serbia,2021,129.0,16850630,trade_i_baci_a_96
eusvk,Slovakia,2021,716.9999999999999,16850630,trade_i_baci_a_96
eusvn,Slovenia,2021,1331.0,16850630,trade_i_baci_a_96
euswe,Sweden,2021,15066.0,16850630,trade_i_baci_a_96
euukr,Ukraine,2021,19300.0,16850630,trade_i_baci_a_96
nacan,Canada,2021,64743.99999999999,16850630,trade_i_baci_a_96
nacuw,Curaçao,2021,237.0,16850630,trade_i_baci_a_96
nadom,Dominican Republic,2021,2276.0,16850630,trade_i_baci_a_96
nagtm,Guatemala,2021,1409.0,16850630,trade_i_baci_a_96
namaf,Saint Martin,2021,593.0,16850630,trade_i_baci_a_96
namex,Mexico,2021,4.0,16850630,trade_i_baci_a_96
napan,Panama,2021,4183.0,16850630,trade_i_baci_a_96
nausa,United States,2021,605646.0,16850630,trade_i_baci_a_96
ocaus,Australia,2021,8031.0,16850630,trade_i_baci_a_96
sabra,Brazil,2021,1056.0,16850630,trade_i_baci_a_96
sachl,Chile,2021,77.0,16850630,trade_i_baci_a_96
sasur,Suriname,2021,356.00000000000006,16850630,trade_i_baci_a_96
afbfa,Burkina Faso,2022,441.0,16850630,trade_i_baci_a_96
afbwa,Botswana,2022,2515.0,16850630,trade_i_baci_a_96
afciv,Cote d'Ivoire,2022,19.0,16850630,trade_i_baci_a_96
afcmr,Cameroon,2022,12814.0,16850630,trade_i_baci_a_96
afmar,Morocco,2022,321.0,16850630,trade_i_baci_a_96
afnga,Nigeria,2022,788.0,16850630,trade_i_baci_a_96
afrwa,Rwanda,2022,1460.9999999999998,16850630,trade_i_baci_a_96
aftgo,Togo,2022,642.0,16850630,trade_i_baci_a_96
afzaf,South Africa,2022,186284.0,16850630,trade_i_baci_a_96
asare,United Arab Emirates,2022,490313.0,16850630,trade_i_baci_a_96
aschn,China,2022,4045242.0,16850630,trade_i_baci_a_96
ascyp,Cyprus,2022,15.0,16850630,trade_i_baci_a_96
asgeo,Georgia,2022,11.000000000000002,16850630,trade_i_baci_a_96
ashkg,Hong Kong,2022,983571.0,16850630,trade_i_baci_a_96
asidn,Indonesia,2022,398262.99999999994,16850630,trade_i_baci_a_96
asind,India,2022,170503.0,16850630,trade_i_baci_a_96
asisr,Israel,2022,12097.0,16850630,trade_i_baci_a_96
asjor,Jordan,2022,4536.000000000001,16850630,trade_i_baci_a_96
asjpn,Japan,2022,247471.0,16850630,trade_i_baci_a_96
askgz,Kyrgyzstan,2022,363.0,16850630,trade_i_baci_a_96
askhm,Cambodia,2022,8208.0,16850630,trade_i_baci_a_96
askor,South Korea,2022,27944.0,16850630,trade_i_baci_a_96
aslbn,Lebanon,2022,99.0,16850630,trade_i_baci_a_96
aslka,Sri Lanka,2022,13.999999999999998,16850630,trade_i_baci_a_96
